team,body,threadId,msg_time,sprint,global_id,student,normalized,activity_conf,action_conf,inferred_activities,inferred_actions,training_activities,sbert_conf,thread_type,dev_weight,dominant_activity,num_messages
t08,Client side will be fun too.,1710965678213,2024-04-02 18:56:37+00:00,Sprint 2,g010,t08_s03,client side will be fun too,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,That's good!,1710965678213,2024-04-02 18:56:18+00:00,Sprint 2,g010,t08_s03,that s good,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,yeah i realize that now the more i work on this project the more i see it as a whole. i saw the first file changes and my mind was like how does this pass? when i should of check the restcontrolertest changes first lol.,1710965678213,2024-04-02 18:56:09+00:00,Sprint 2,g080,t08_s04,yeah i realize that now the more i work on this project the more i see it as a whole i saw the first file changes and my mind was like how does this pass when i should of check the restcontrolertest changes first lol,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,The code you wrote was flawless. I just needed to update it for the new logic.,1710965678213,2024-04-02 18:56:04+00:00,Sprint 2,g010,t08_s03,the code you wrote was flawless i just needed to update it for the new logic,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,"Your test expected the proper result out of the old logic, then I make changes to that logic, I need to make sure your test tests the new logic, therefore I need to update the tests as well.",1710965678213,2024-04-02 18:51:48+00:00,Sprint 2,g010,t08_s03,your test expected the proper result out of the old logic then i make changes to that logic i need to make sure your test tests the new logic therefore i need to update the tests as well,{'TESTING': 2},{},{'TESTING'},set(),{'TESTING'},{'TESTING': np.float64(0.7991119623653344)},DEV,261.0,PULL_REQUEST,822
t08,"No you're test wasn't wrong, it was underlying method start in company.java that was wrong.",1710965678213,2024-04-02 18:50:07+00:00,Sprint 2,g010,t08_s03,no you re test wasn t wrong it was underlying method start in company java that was wrong,{'TESTING': 1},{},{'TESTING'},set(),{'TESTING'},{},DEV,261.0,PULL_REQUEST,822
t08,no thats totally cool! you would have too for it to not fail i was super curious as to how it wasnt failing. (did i code my test wrong? is what i was worried about),1710965678213,2024-04-02 18:48:59+00:00,Sprint 2,g080,t08_s04,no thats totally cool you would have too for it to not fail i was super curious as to how it wasnt failing did i code my test wrong is what i was worried about,{'TESTING': 1},{},{'TESTING'},set(),{'TESTING'},{'TESTING': np.float64(0.5441848978529059)},DEV,261.0,PULL_REQUEST,822
t08,You're good.,1710965678213,2024-04-02 18:48:09+00:00,Sprint 2,g010,t08_s03,you re good,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,"Yes, because with the code changes I made to fix the bugs that were reported, some tests expecting a different result need to be updated.",1710965678213,2024-04-02 18:47:11+00:00,Sprint 2,g010,t08_s03,yes because with the code changes i made to fix the bugs that were reported some tests expecting a different result need to be updated,{},{'UPDATED': 1},set(),{'UPDATED'},set(),{},DEV,261.0,PULL_REQUEST,822
t08,so sorry i didnt see that part,1710965678213,2024-04-02 18:46:51+00:00,Sprint 2,g080,t08_s04,so sorry i didnt see that part,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,OH i see you changed my test for me,1710965678213,2024-04-02 18:46:33+00:00,Sprint 2,g080,t08_s04,oh i see you changed my test for me,{'TESTING': 1},{},{'TESTING'},set(),{'TESTING'},{'TESTING': np.float64(0.646452614979037)},DEV,261.0,PULL_REQUEST,822
t08,"it's already changed. If the code looks good, merge it and pull the changes, then you'll have the changes.",1710965678213,2024-04-02 18:46:08+00:00,Sprint 2,g010,t08_s03,it s already changed if the code looks good merge it and pull the changes then you ll have the changes,{'MERGE': 1},{},{'MERGE'},set(),{'MERGE'},{},DEV,261.0,PULL_REQUEST,822
t08,???,1710965678213,2024-04-02 18:45:36+00:00,Sprint 2,g010,t08_s03,,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,it passes the checks on git but ill need to change this right?,1710965678213,2024-04-02 18:45:26+00:00,Sprint 2,g080,t08_s04,it passes the checks on git but ill need to change this right,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,"Yes it would fail with 500, because now doing that type of action on a project doesn't make it fail.",1710965678213,2024-04-02 18:44:26+00:00,Sprint 2,g010,t08_s03,yes it would fail with because now doing that type of action on a project doesn t make it fail,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,"No that code you pasted is not the code that i'm trying to push, I am making changes for it to pass, because when a project is in the active state, then we try to start it again, it shouldn't make any changes to the project.",1710965678213,2024-04-02 18:43:50+00:00,Sprint 2,g010,t08_s03,no that code you pasted is not the code that i m trying to push i am making changes for it to pass because when a project is in the active state then we try to start it again it shouldn t make any changes to the project,{'COMMIT': 1},{},{'COMMIT'},set(),{'COMMIT'},{'COMMIT': np.float64(0.5782235277035568)},DEV,261.0,PULL_REQUEST,822
t08,but it does fail with the 500? sorry in my mind this should be 200 not 500,1710965678213,2024-04-02 18:40:38+00:00,Sprint 2,g080,t08_s04,but it does fail with the sorry in my mind this should be not,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,"Well no it’s a good test. We are testing for a project that is already started and it shouldn’t fail when the project is started again, it just shouldn’t make an update to the project which is what it’s doing. That’s also what stop does and we didn’t get any test failures for that.",1710965678213,2024-04-02 18:39:19+00:00,Sprint 2,g010,t08_s03,well no it s a good test we are testing for a project that is already started and it shouldn t fail when the project is started again it just shouldn t make an update to the project which is what it s doing that s also what stop does and we didn t get any test failures for that,{'TESTING': 2},{},{'TESTING'},set(),{'TESTING'},{'TESTING': np.float64(0.7983754706755012)},DEV,261.0,PULL_REQUEST,822
t08,"im wondering if i should remove the test that test for status then public void testStartAlreadyActive() throws IOException {​​​​​ company.createQualification(""Java""); Set&lt;Qualification&gt; qualifications = new HashSet&lt;&gt;(Arrays.asList(new Qualification(""Java""))); Project project = company.createProject(""TestProject"", qualifications, ProjectSize.MEDIUM); company.start(project); ProjectDTO projectDto = project.toDTO(); String startStr = gson.toJson(projectDto); int statusCode = Request.put(BASE_URL + ""/api/start"") .bodyString(startStr, ContentType.APPLICATION_JSON) .execute() .returnResponse() .getCode(); assertEquals(500, statusCode); assertEquals(ProjectStatus.ACTIVE, project.getStatus()); }​​​​​",1710965678213,2024-04-02 18:38:06+00:00,Sprint 2,g080,t08_s04,im wondering if i should remove the test that test for status then public void teststartalreadyactive throws ioexception company createqualification java set lt qualification gt qualifications new hashset lt gt arrays aslist new qualification java project project company createproject testproject qualifications projectsize medium company start project projectdto projectdto project todto string startstr gson tojson projectdto int statuscode request put base_url api start bodystring startstr contenttype application_json execute returnresponse getcode assertequals statuscode assertequals projectstatus active project getstatus,{'TESTING': 2},{},{'TESTING'},set(),{'TESTING'},{'TESTING': np.float64(0.8766590742501675)},DEV,261.0,PULL_REQUEST,822
t08,So maybe it’s best to just leave it?,1710965678213,2024-04-02 18:37:57+00:00,Sprint 2,g010,t08_s03,so maybe it s best to just leave it,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,However there wasn’t a test that failed for that,1710965678213,2024-04-02 18:37:50+00:00,Sprint 2,g010,t08_s03,however there wasn t a test that failed for that,{'TESTING': 1},{'FAILED': 1},{'TESTING'},{'FAILED'},{'TESTING'},{'TESTING': np.float64(0.7058747836522788)},DEV,261.0,PULL_REQUEST,822
t08,"Don’t merge it yet, I want to add logic for that.",1710965678213,2024-04-02 18:37:38+00:00,Sprint 2,g010,t08_s03,don t merge it yet i want to add logic for that,{'MERGE': 1},{},{'MERGE'},set(),{'MERGE'},{'MERGE': np.float64(0.9637000795889593)},DEV,261.0,PULL_REQUEST,822
t08,However there is one thing. We should probably check to see if there are any workers assigned to the project.,1710965678213,2024-04-02 18:37:18+00:00,Sprint 2,g010,t08_s03,however there is one thing we should probably check to see if there are any workers assigned to the project,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,Because it has only 1 missing qualification,1710965678213,2024-04-02 18:35:52+00:00,Sprint 2,g010,t08_s03,because it has only missing qualification,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,huh i wonder how it passes my test,1710965678213,2024-04-02 18:35:00+00:00,Sprint 2,g080,t08_s04,huh i wonder how it passes my test,{'TESTING': 1},{},{'TESTING'},set(),{'TESTING'},{},DEV,261.0,PULL_REQUEST,822
t08,No we aren’t supposed to throw an error apparently,1710965678213,2024-04-02 18:34:09+00:00,Sprint 2,g010,t08_s03,no we aren t supposed to throw an error apparently,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,"because i saw this was removed throw new IllegalArgumentException(""Project must NOT be in ACTIVE or FINISHED state."");",1710965678213,2024-04-02 18:34:07+00:00,Sprint 2,g080,t08_s04,because i saw this was removed throw new illegalargumentexception project must not be in active or finished state,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,i just dont see it in the pull,1710965678213,2024-04-02 18:33:13+00:00,Sprint 2,g080,t08_s04,i just dont see it in the pull,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,"[REDACTED_NAME], is there a still something that throws an error after this statement? because i see the removed exception check but it still passes my test so it must still be throwing an error if its already started or finished. if (projectStatus == ProjectStatus.SUSPENDED || projectStatus == ProjectStatus.PLANNED){​​​​​ project.setStatus(ProjectStatus.ACTIVE); }​​​​​​​​​​​​ }​​​​​​​​​​​​",1710965678213,2024-04-02 18:32:05+00:00,Sprint 2,g080,t08_s04,<name> is there a still something that throws an error after this statement because i see the removed exception check but it still passes my test so it must still be throwing an error if its already started or finished if projectstatus projectstatus suspended projectstatus projectstatus planned project setstatus projectstatus active,{'TESTING': 1},{},{'TESTING'},set(),{'TESTING'},{'TESTING': np.float64(0.5293546803124821)},DEV,261.0,PULL_REQUEST,822
t08,Then I'll move onto project bugs,1710965678213,2024-04-02 18:22:16+00:00,Sprint 2,g010,t08_s03,then i ll move onto project bugs,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,t08 I have a PR for start method fixes and re ran regression tests.,1710965678213,2024-04-02 18:20:45+00:00,Sprint 2,g010,t08_s03,t i have a pull_request for start method fixes and re ran regression tests,{'PULL_REQUEST': 1},{},{'PULL_REQUEST'},set(),{'PULL_REQUEST'},{'PULL_REQUEST': np.float64(0.9832305881682263)},DEV,261.0,PULL_REQUEST,822
t08,"[REDACTED_NAME],[REDACTED_NETID] looks like its been pulled, great job every one. ill be here at 5",1710965678213,2024-04-02 18:03:05+00:00,Sprint 2,g080,t08_s04,<name> redacted_netid looks like its been pulled great job every one ill be here at,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,oh awesome! ill check it out now,1710965678213,2024-04-02 17:59:29+00:00,Sprint 2,g080,t08_s04,oh awesome ill check it out now,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,There is a PR up for it had it not been pulled yet,1710965678213,2024-04-02 17:59:17+00:00,Sprint 2,g002,t08_s01,there is a pull_request up for it had it not been pulled yet,{'PULL_REQUEST': 1},{},{'PULL_REQUEST'},set(),{'PULL_REQUEST'},{'PULL_REQUEST': np.float64(0.99788293088665)},DEV,261.0,PULL_REQUEST,822
t08,That’s already done,1710965678213,2024-04-02 17:58:59+00:00,Sprint 2,g002,t08_s01,that s already done,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,"[REDACTED_NAME] no problem, i should have the finish endpoint done by then",1710965678213,2024-04-02 17:58:41+00:00,Sprint 2,g080,t08_s04,<name> no problem i should have the finish endpoint done by then,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,Ok I won’t be free to call until 5 tonight,1710965678213,2024-04-02 17:53:47+00:00,Sprint 2,g003,t08_s02,ok i won t be free to call until tonight,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,sorry about that yall had an sql project i had to finish last night im going to work on the last endpoint. i have evostuite test ready im [REDACTED_NAME] id love to call when ever you can,1710965678213,2024-04-02 17:42:46+00:00,Sprint 2,g080,t08_s04,sorry about that yall had an sql project i had to finish last night im going to work on the last endpoint i have evostuite test ready im <name> id love to call when ever you can,{'TESTING': 1},{},{'TESTING'},set(),{'TESTING'},{},DEV,261.0,PULL_REQUEST,822
t08,im working on and data base project for a minute,1710965678213,2024-04-01 22:56:08+00:00,Sprint 2,g080,t08_s04,im working on and data base project for a minute,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,"Ok so all bugs are fixed for Company. I’ll have a PR out late tonight because I’m about to head to work. If you want to work on bugs, work on anything other than what is labeled as CompanyTest. All this is from that t08.txt document we received after sprint 1 grading. I think we have like 6 or 7 more.",1710965678213,2024-04-01 21:16:39+00:00,Sprint 2,g010,t08_s03,ok so all bugs are fixed for company i ll have a pull_request out late tonight because i m about to head to work if you want to work on bugs work on anything other than what is labeled as companytest all this is from that t txt document we received after sprint grading i think we have like or more,{'PULL_REQUEST': 1},{},{'PULL_REQUEST'},set(),{'PULL_REQUEST'},{},DEV,261.0,PULL_REQUEST,822
t08,Fixing the bugs for start,1710965678213,2024-04-01 20:44:12+00:00,Sprint 2,g010,t08_s03,fixing the bugs for start,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,Can someone take a look at my PR?,1710965678213,2024-04-01 20:43:53+00:00,Sprint 2,g010,t08_s03,can someone take a look at my pull_request,{'PULL_REQUEST': 1},{},{'PULL_REQUEST'},set(),{'PULL_REQUEST'},{'PULL_REQUEST': np.float64(0.9996707395584098)},DEV,261.0,PULL_REQUEST,822
t08,"Actually make that 4, sorry.",1710965678213,2024-04-01 19:59:52+00:00,Sprint 2,g003,t08_s02,actually make that sorry,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,sounds good,1710965678213,2024-04-01 19:53:21+00:00,Sprint 2,g080,t08_s04,sounds good,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,Hmmm weird. I'm unavailable until 3:15 but if you wanna call then [REDACTED_NAME] I can try to work through it with you,1710965678213,2024-04-01 19:51:20+00:00,Sprint 2,g003,t08_s02,hmmm weird i m unavailable until but if you wanna call then <name> i can try to work through it with you,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,java.lang.Thread.run(Thread.java:750) at org.evosuite.runtime.sandbox.MSecurityManager.checkPermission(MSecurityManager.java:452) at java.lang.SecurityManager.checkExit(SecurityManager.java:761) at java.lang.Runtime.exit(Runtime.java:101) at java.lang.System.exit(System.java:987) at spark.Service.lambda$new$0(Service.java:95) at spark.Service.lambda$init$2(Service.java:641) at java.lang.Thread.run(Thread.java:750) and it just stops,1710965678213,2024-04-01 19:50:00+00:00,Sprint 2,g080,t08_s04,java lang thread run thread java at org evosuite runtime sandbox msecuritymanager checkpermission msecuritymanager java at java lang securitymanager checkexit securitymanager java at java lang runtime exit runtime java at java lang system exit system java at spark service lambda new service java at spark service lambda init service java at java lang thread run thread java and it just stops,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,"I think I may see your problem [REDACTED_NAME],[REDACTED_NETID]",1710965678213,2024-04-01 19:43:37+00:00,Sprint 2,g010,t08_s03,i think i may see your problem <name> redacted_netid,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,cause thats what i did,1710965678213,2024-04-01 19:40:09+00:00,Sprint 2,g080,t08_s04,cause thats what i did,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,this is weird im trying to compile it and it gets stuck,1710965678213,2024-04-01 19:40:01+00:00,Sprint 2,g080,t08_s04,this is weird im trying to compile it and it gets stuck,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,"I put them by the other tests cause the randoop tests were testing company, project, qualifications, and worker",1710965678213,2024-04-01 19:39:22+00:00,Sprint 2,g003,t08_s02,i put them by the other tests cause the randoop tests were testing company project qualifications and worker,{},{},{'TESTING'},set(),set(),{'TESTING': np.float64(0.5978503093450834)},DEV,261.0,PULL_REQUEST,822
t08,What does your input look like?,1710965678213,2024-04-01 19:38:25+00:00,Sprint 2,g010,t08_s03,what does your input look like,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,"It is that when I run one of my tests for finish, it’s supposed to still be active, and generates the status code of 200, but says it’s finished",1710965678213,2024-04-01 19:36:53+00:00,Sprint 2,g002,t08_s01,it is that when i run one of my tests for finish it s supposed to still be active and generates the status code of but says it s finished,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,[REDACTED_NAME] what folder did you move your generated test too?,1710965678213,2024-04-01 19:35:59+00:00,Sprint 2,g080,t08_s04,<name> what folder did you move your generated test too,{'TESTING': 1},{},{'TESTING'},set(),{'TESTING'},{'TESTING': np.float64(0.900128762049337)},DEV,261.0,PULL_REQUEST,822
t08,"[REDACTED_NAME],[REDACTED_NETID] what is the bug?",1710965678213,2024-04-01 19:35:08+00:00,Sprint 2,g010,t08_s03,<name> redacted_netid what is the issue,{'ISSUE': 1},{},{'ISSUE'},set(),{'ISSUE'},{},DEV,261.0,PULL_REQUEST,822
t08,"[REDACTED_NAME],[REDACTED_NETID] when you go to put up the PR make it a draft PR, but yeah go for it",1710965678213,2024-04-01 19:34:59+00:00,Sprint 2,g003,t08_s02,<name> redacted_netid when you go to put up the pull_request make it a draft pull_request but yeah go for it,{'PULL_REQUEST': 2},{},{'PULL_REQUEST'},set(),{'PULL_REQUEST'},{'PULL_REQUEST': np.float64(0.9828521316324047)},DEV,261.0,PULL_REQUEST,822
t08,and it has to do with finishing a project,1710965678213,2024-04-01 19:34:31+00:00,Sprint 2,g010,t08_s03,and it has to do with finishing a project,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,I have a PR out for a bugfix,1710965678213,2024-04-01 19:34:20+00:00,Sprint 2,g010,t08_s03,i have a pull_request out for a bugfix,{'PULL_REQUEST': 1},{},{'PULL_REQUEST'},set(),{'PULL_REQUEST'},{'PULL_REQUEST': np.float64(0.9989889257717537)},DEV,261.0,PULL_REQUEST,822
t08,"i'm having a small problem with one of my tests for finish, i commented out the line so everything works are yall okay if i put the PR up so i can have yall help with it",1710965678213,2024-04-01 19:31:14+00:00,Sprint 2,g002,t08_s01,i m having a small problem with one of my tests for finish i commented out the line so everything works are yall okay if i put the pull_request up so i can have yall help with it,{'PULL_REQUEST': 1},{},{'PULL_REQUEST'},set(),{'PULL_REQUEST'},{'PULL_REQUEST': np.float64(0.9668067551476324)},DEV,261.0,PULL_REQUEST,822
t08,then itll be good to go,1710965678213,2024-04-01 19:29:12+00:00,Sprint 2,g080,t08_s04,then itll be good to go,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,I'm using the command line way instead of the extension just to be sure I'm doing every thing right im just trying to run the test,1710965678213,2024-04-01 19:28:54+00:00,Sprint 2,g080,t08_s04,i m using the command line way instead of the extension just to be sure i m doing every thing right im just trying to run the test,{'TESTING': 1},{},{'TESTING'},set(),{'TESTING'},{'TESTING': np.float64(0.7546704859009977)},DEV,261.0,PULL_REQUEST,822
t08,for some reason when i move the generated test over to our test folder the imports lose evosuite and i dont think im suppose to update all the import paths,1710965678213,2024-04-01 19:27:25+00:00,Sprint 2,g080,t08_s04,for some reason when i move the generated test over to our test folder the imports lose evosuite and i dont think im suppose to update all the import paths,{'TESTING': 2},{},{'TESTING'},set(),{'TESTING'},{'TESTING': np.float64(0.6382615687108092)},DEV,261.0,PULL_REQUEST,822
t08,I did,1710965678213,2024-04-01 19:26:03+00:00,Sprint 2,g003,t08_s02,i did,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,who did the randoop,1710965678213,2024-04-01 19:25:17+00:00,Sprint 2,g080,t08_s04,who did the randoop,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,[REDACTED_NAME] good catch fixing that now,1710965678213,2024-04-01 18:08:44+00:00,Sprint 2,g080,t08_s04,<name> good catch fixing that now,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,Ok I am here,1710965678213,2024-04-01 18:00:27+00:00,Sprint 2,g010,t08_s03,ok i am here,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,"Sweet i'm here too, just lmk",1710965678213,2024-04-01 17:54:32+00:00,Sprint 2,g003,t08_s02,sweet i m here too just lmk,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,Yeah we can do that together,1710965678213,2024-04-01 17:54:19+00:00,Sprint 2,g010,t08_s03,yeah we can do that together,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,I’m doing that here shortly. Just making some coffee and I’ll be at my computer.,1710965678213,2024-04-01 17:54:04+00:00,Sprint 2,g010,t08_s03,i m doing that here shortly just making some coffee and i ll be at my computer,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,*I'm working on,1710965678213,2024-04-01 17:53:11+00:00,Sprint 2,g003,t08_s02,i m working on,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,"When are you doing your bug fixing? I'd love to join you, at least for the toDTO bug since that's directly related to what I",1710965678213,2024-04-01 17:53:04+00:00,Sprint 2,g003,t08_s02,when are you doing your issue fixing i d love to join you at least for the todto issue since that s directly related to what i,{'ISSUE': 2},{},{'ISSUE'},set(),{'ISSUE'},{},DEV,261.0,PULL_REQUEST,822
t08,"Hey guys, I will do a little bug fixing today. Just the thing that [REDACTED_NAME] found and the toString that has the casting",1710965678213,2024-04-01 17:52:27+00:00,Sprint 2,g010,t08_s03,hey guys i will do a little issue fixing today just the thing that <name> found and the tostring that has the casting,{'ISSUE': 1},{},{'ISSUE'},set(),{'ISSUE'},{},DEV,261.0,PULL_REQUEST,822
t08,[REDACTED_NAME] I left a comment on your evosuite PR if you could take a look at it,1710965678213,2024-04-01 17:50:39+00:00,Sprint 2,g003,t08_s02,<name> i left a comment on your evosuite pull_request if you could take a look at it,{'PULL_REQUEST': 1},{},{'PULL_REQUEST'},set(),{'PULL_REQUEST'},{'PULL_REQUEST': np.float64(0.973622169903414)},DEV,261.0,PULL_REQUEST,822
t08,Fixed merge conflicts,1710965678213,2024-04-01 17:11:30+00:00,Sprint 2,g080,t08_s04,fixed merge conflicts,{'MERGE': 1},{},{'MERGE'},set(),{'MERGE'},{'MERGE': np.float64(0.9984314094574124)},DEV,261.0,PULL_REQUEST,822
t08,and then i'll take care of finish,1710965678213,2024-03-31 20:56:57+00:00,Sprint 2,g002,t08_s01,and then i ll take care of finish,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,[REDACTED_NAME] When you fix your merge conflicts lmk,1710965678213,2024-03-31 20:51:37+00:00,Sprint 2,g002,t08_s01,<name> when you fix your merge conflicts lmk,{'MERGE': 1},{},{'MERGE'},set(),{'MERGE'},{'MERGE': np.float64(0.9763565366112679)},DEV,261.0,PULL_REQUEST,822
t08,In both programs,1710965678213,2024-03-30 23:41:59+00:00,Sprint 2,g010,t08_s03,in both programs,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,Are you taking into account all variable states at each iteration of the loop?,1710965678213,2024-03-30 23:41:41+00:00,Sprint 2,g010,t08_s03,are you taking into account all variable states at each iteration of the loop,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,But it doesn’t because 0+(-4)+0+4 = 0 And 0-(-4)-0-4 = 0,1710965678213,2024-03-30 23:32:22+00:00,Sprint 2,g002,t08_s01,but it doesn t because and,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,"When I get off work here in about 3.5 hours, we can hop on a quick call and I can show you.",1710965678213,2024-03-30 23:30:45+00:00,Sprint 2,g010,t08_s03,when i get off work here in about hours we can hop on a quick call and i can show you,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,"Satisfying reachability but not infection means that we reach the mutant, but the mutant never infects the state if you compare both programs, therefore it’s equivalent. You would need to hand calculate the values, but -4,0,4 probably infects the state.",1710965678213,2024-03-30 23:29:21+00:00,Sprint 2,g010,t08_s03,satisfying reachability but not infection means that we reach the mutant but the mutant never infects the state if you compare both programs therefore it s equivalent you would need to hand calculate the values but probably infects the state,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,"Why would -4,0,4 not work, because you get the same answer either way",1710965678213,2024-03-30 23:26:06+00:00,Sprint 2,g002,t08_s01,why would not work because you get the same answer either way,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,"Yes I can help. I am at work though. 9 asks for equivalent mutant, 10 is asking for weakly killing a mutant. You are correct on 9",1710965678213,2024-03-30 23:26:00+00:00,Sprint 2,g010,t08_s03,yes i can help i am at work though asks for equivalent mutant is asking for weakly killing a mutant you are correct on,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,for 9 i believe its {0 0 0} because it reach's the variable s but does not change it. the others would infect the S except for the empty array since the size is 0 i< x.length it will not reach the S,1710965678213,2024-03-30 23:25:33+00:00,Sprint 2,g080,t08_s04,for i believe its because it reach s the variable s but does not change it the others would infect the s except for the empty array since the size is i< x length it will not reach the s,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,"Does anyone understand 9,10,11 in A4",1710965678213,2024-03-30 23:17:29+00:00,Sprint 2,g002,t08_s01,does anyone understand in a,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,start endpoints and test complete and i added a test for assigning a worker to a project they are already assigned too,1710965678213,2024-03-30 23:16:59+00:00,Sprint 2,g080,t08_s04,start endpoints and test complete and i added a test for assigning a worker to a project they are already assigned too,{'TESTING': 2},{},{'TESTING'},set(),{'TESTING'},{'TESTING': np.float64(0.673955331771413)},DEV,261.0,PULL_REQUEST,822
t08,"Good catch [REDACTED_NAME], idk why I casted it",1710965678213,2024-03-30 21:43:22+00:00,Sprint 2,g002,t08_s01,good catch <name> idk why i casted it,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,should be in by tonight i figured out the Project DTO finally,1710965678213,2024-03-30 21:40:49+00:00,Sprint 2,g080,t08_s04,should be in by tonight i figured out the project dto finally,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,I'm headed to work.,1710965678213,2024-03-30 20:38:23+00:00,Sprint 2,g010,t08_s03,i m headed to work,{},{},set(),set(),set(),{},DEV,261.0,PULL_REQUEST,822
t08,"If you want tro add that in your next PR, along with your new method and test, that would be cool",1710965678213,2024-03-30 20:38:17+00:00,Sprint 2,g010,t08_s03,if you want tro add that in your next pull_request along with your new method and test that would be cool,"{'PULL_REQUEST': 1, 'TESTING': 1}",{},"{'TESTING', 'PULL_REQUEST'}",set(),"{'TESTING', 'PULL_REQUEST'}",{'PULL_REQUEST': np.float64(0.9939044844570089)},DEV,261.0,PULL_REQUEST,822
t08,[REDACTED_NAME] One improvement for your test is to check for current state after making the requestOnly really for this method. Also might try adding some tests regarding assigning a worker to a project that thy're already assigned to.,1710965678213,2024-03-30 20:37:17+00:00,Sprint 2,g010,t08_s03,<name> one improvement for your test is to check for current state after making the requestonly really for this method also might try adding some tests regarding assigning a worker to a project that thy re already assigned to,{'TESTING': 1},{},{'TESTING'},set(),{'TESTING'},{'TESTING': np.float64(0.908500212024272)},DEV,261.0,PULL_REQUEST,822
t08,"yes i fixed those test, and now im working on starts test(works as intended on postman)",1710965678213,2024-03-30 20:06:43+00:00,Sprint 2,g080,t08_s04,yes i fixed those test and now im working on starts test works as intended on postman,{'TESTING': 2},{},{'TESTING'},set(),{'TESTING'},{'TESTING': np.float64(0.700983427089274)},DEV,261.0,PULL_REQUEST,822
